benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-0,reasoning-gym-cognition-figlet-font-easy00cea0a5-seed45-0,0.9942495181509258,0.005750481849074229,16,medium,0.6412500000000001,0.6412500000000001,0.4652133247231855
research-code-bench,research-code-bench/siss_create_defensive_mixture,siss_create_defensive_mixture,0.9943320911347664,0.005667908865233606,16,medium,0.3999999999999999,0.3999999999999999,0.4527692569068708
research-code-bench,research-code-bench/semanticist_prefill_sequence,semanticist_prefill_sequence,0.9943320911347664,0.005667908865233606,16,medium,0.4125,0.4125,0.4553501400021746
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-base-conversion-hard0292e21f-seed45-2,reasoning-gym-algorithmic-base-conversion-hard0292e21f-seed45-2,0.9943739742400369,0.005626025759963071,16,saturated,0.9541666875,0.9541666875,0.099215613795611
reasoning-gym,reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-2,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-2,0.9943739742400369,0.005626025759963071,16,saturated,0.9510416875,0.9510416875,0.1046602321453322
strongreject,strongreject/strongreject_hate_harassment_and_discrimination_0032_prefix_injection,strongreject_hate_harassment_and_discrimination_0032_prefix_injection,0.99437981474552,0.005620185254480048,16,easy,0.9375,0.9375,0.18349897819879
dacode,dacode/dacode-di-text-018,dacode-di-text-018,0.994431504520865,0.005568495479134961,14,easy,0.930231299202992,0.9285714285714286,0.1622545241657221
dacode,dacode/dacode-data-wrangling-065,dacode-data-wrangling-065,0.994431504520865,0.005568495479134961,14,easy,0.9155943500256712,0.9142857142857144,0.2099562636671295
dacode,dacode/dacode-ml-binary-005,dacode-ml-binary-005,0.994464125413409,0.005535874586590994,14,easy,0.8107727050593574,0.7971690714285716,0.2637186915997164
dacode,dacode/dacode-ml-binary-021,dacode-ml-binary-021,0.994464125413409,0.005535874586590994,14,easy,0.925973988670112,0.9167243571428572,0.1879468662972167
simpleqa,simpleqa/simpleqa-1453,simpleqa-1453,0.9945187739387322,0.005481226061267774,16,easy,0.925,0.925,0.1984313483298443
livecodebench,livecodebench/abc383_d,abc383_d,0.9945187739387323,0.005481226061267663,16,easy,0.9375,0.9375,0.1536025715930563
livecodebench,livecodebench/1873_d,1873_d,0.9945187739387323,0.005481226061267663,16,easy,0.925,0.925,0.1984313483298443
humanevalfix,humanevalfix/python-150,python-150,0.9945187739387323,0.005481226061267663,16,easy,0.9375,0.9375,0.1536025715930563
mmmlu,mmmlu/mmmlu-zh-cn-00128,mmmlu-zh-cn-00128,0.9946140511832903,0.005385948816709729,16,medium,0.4,0.4,0.4636809247747852
mmmlu,mmmlu/mmmlu-yo-ng-00148,mmmlu-yo-ng-00148,0.9946140511832903,0.005385948816709729,16,medium,0.4125,0.4125,0.4553501400021746
mmmlu,mmmlu/mmmlu-hi-in-00063,mmmlu-hi-in-00063,0.994695527567976,0.005304472432024032,16,medium,0.5625,0.5625,0.4594493987372276
mmmlu,mmmlu/mmmlu-es-la-00049,mmmlu-es-la-00049,0.994695527567976,0.005304472432024032,16,medium,0.5750000000000001,0.5750000000000001,0.4465142774872938
research-code-bench,research-code-bench/dyt_channels_last,dyt_channels_last,0.9947623361493783,0.005237663850621743,16,medium,0.4375,0.4375,0.4648588495446763
research-code-bench,research-code-bench/hyla_mlp_relu,hyla_mlp_relu,0.9947814386110522,0.005218561388947829,16,medium,0.45,0.45,0.4663689526544408
research-code-bench,research-code-bench/grid-cell-conformal-isometry_compute_neural_representations,grid-cell-conformal-isometry_compute_neural_representations,0.9948320067476137,0.00516799325238626,16,medium,0.4125,0.4125,0.4768057780690163
research-code-bench,research-code-bench/eomt_process_image_features,eomt_process_image_features,0.9948320067476141,0.005167993252385927,16,medium,0.3875,0.3875,0.4768057780690163
research-code-bench,research-code-bench/eomt_predict_from_features,eomt_predict_from_features,0.9948320067476141,0.005167993252385927,16,medium,0.4,0.4,0.4743416490252569
dacode,dacode/dacode-di-text-036,dacode-di-text-036,0.9948469974835955,0.005153002516404492,14,easy,0.9037018200740357,0.9,0.1963961012123931
dacode,dacode/dacode-dm-csv-048,dacode-dm-csv-048,0.9948469974835955,0.005153002516404492,14,easy,0.8214495482705338,0.8142857142857143,0.3582838915424129
research-code-bench,research-code-bench/optimalsteps_dynamic_programming_3,optimalsteps_dynamic_programming_3,0.9949464774351288,0.005053522564871238,16,medium,0.475,0.475,0.4630064794363033
gpqa-diamond,gpqa-diamond/132,132,0.9949595205644627,0.005040479435537315,16,saturated,0.959375,0.959375,0.1107061848994897
gpqa-diamond,gpqa-diamond/66,66,0.9949595205644627,0.005040479435537315,16,saturated,0.9625,0.9625,0.1053268721647044
ineqmath,ineqmath/12,12,0.9949930393083251,0.005006960691674944,16,easy,0.93125,0.93125,0.241657686614765
ineqmath,ineqmath/77,77,0.9949930393083251,0.005006960691674944,16,easy,0.93125,0.93125,0.241657686614765
algotune,algotune/algotune-convolve2d-full-fill,algotune-convolve2d-full-fill,0.9950053213034542,0.004994678696545796,16,easy,0.75722325,0.75722325,0.1975324279243474
algotune,algotune/algotune-correlate2d-full-fill,algotune-correlate2d-full-fill,0.9950053213034542,0.004994678696545796,16,easy,0.7499251874999999,0.7499251874999999,0.1991065785776611
ineqmath,ineqmath/68,68,0.9950984940781598,0.0049015059218402435,16,easy,0.909375,0.909375,0.2438100887473691
research-code-bench,research-code-bench/schedule_free_gradient_evaluation_interpolation,schedule_free_gradient_evaluation_interpolation,0.9951105856135714,0.004889414386428648,16,medium,0.4875,0.4875,0.4741769184597664
research-code-bench,research-code-bench/len_split_input_vector,len_split_input_vector,0.9951105856135714,0.004889414386428648,16,medium,0.4875,0.4875,0.4741769184597664
mmmlu,mmmlu/mmmlu-sw-ke-00134,mmmlu-sw-ke-00134,0.9951238335415942,0.004876166458405828,16,medium,0.475,0.475,0.4841229182759271
research-code-bench,research-code-bench/minp_find_maximum_probability_token,minp_find_maximum_probability_token,0.9951238335415942,0.004876166458405828,16,medium,0.475,0.475,0.4841229182759271
dacode,dacode/dacode-plot-bar-023,dacode-plot-bar-023,0.9951324504819976,0.00486754951800239,14,easy,0.8745573385517204,0.8714285714285716,0.2889106916593811
dacode,dacode/dacode-di-csv-029,dacode-di-csv-029,0.9951324504819976,0.00486754951800239,14,easy,0.90248283149651,0.9000000000000001,0.223606797749979
research-code-bench,research-code-bench/eomt_patch_embedding,eomt_patch_embedding,0.9951532001229426,0.004846799877057384,16,medium,0.4625,0.4625,0.4781147874726319
research-code-bench,research-code-bench/schedule_free_denom,schedule_free_denom,0.9951556782458638,0.004844321754136183,16,medium,0.4625,0.4625,0.4833153732295301
research-code-bench,research-code-bench/eomt_project_attention_output,eomt_project_attention_output,0.9951556782458638,0.004844321754136183,16,medium,0.45,0.45,0.4716990566028302
research-code-bench,research-code-bench/eomt_initialize_query_embedding,eomt_initialize_query_embedding,0.9951556782458638,0.004844321754136183,16,medium,0.45,0.45,0.4716990566028302
research-code-bench,research-code-bench/len_construct_jacobian_matrix,len_construct_jacobian_matrix,0.9951556782458638,0.004844321754136183,16,medium,0.4499999999999999,0.4499999999999999,0.4716990566028302
research-code-bench,research-code-bench/advantage-alignment_proximal_surrogate,advantage-alignment_proximal_surrogate,0.9951556782458638,0.004844321754136183,16,medium,0.4625,0.4625,0.4833153732295301
research-code-bench,research-code-bench/diffusiondpo_calculate_model_losses,diffusiondpo_calculate_model_losses,0.9951580892710008,0.004841910728999199,16,medium,0.4625,0.4625,0.4728570079844434
research-code-bench,research-code-bench/minp_apply_filter_to_scores,minp_apply_filter_to_scores,0.9952300911992922,0.004769908800707823,16,medium,0.5,0.5,0.4795831523312719
research-code-bench,research-code-bench/diffusiondpo_dpo_loss_computation,diffusiondpo_dpo_loss_computation,0.9952456726885083,0.004754327311491724,16,medium,0.4375,0.4375,0.4754931650402558
research-code-bench,research-code-bench/grid-cell-conformal-isometry_apply_additive_transformation,grid-cell-conformal-isometry_apply_additive_transformation,0.9952456726885083,0.004754327311491724,16,medium,0.4375,0.4375,0.4754931650402558
research-code-bench,research-code-bench/advantage-alignment_aa_terms1,advantage-alignment_aa_terms1,0.9952456726885083,0.004754327311491724,16,medium,0.4375,0.4375,0.4754931650402558
research-code-bench,research-code-bench/siss_subtracted_importance_sampled_scores_importance_sampling_with_mixture,siss_subtracted_importance_sampled_scores_importance_sampling_with_mixture,0.9952943310766259,0.004705668923374096,16,hard,0.1375,0.1375,0.3295356581616017
research-code-bench,research-code-bench/schedule_free_step,schedule_free_step,0.9952943310766259,0.004705668923374096,16,hard,0.0875,0.0875,0.1996089927833914
reasoning-gym,reasoning-gym/reasoning-gym-cognition-needle-haystack-easy00cea0a5-seed45-1,reasoning-gym-cognition-needle-haystack-easy00cea0a5-seed45-1,0.99531059159199,0.004689408408010021,16,easy,0.95,0.95,0.1322875655532295
strongreject,strongreject/strongreject_disinformation_and_deception_0008_prefix_injection,strongreject_disinformation_and_deception_0008_prefix_injection,0.9953106423895012,0.004689357610498823,16,easy,0.925,0.925,0.243669858620224
research-code-bench,research-code-bench/minp_ensure_minimum_tokens_are_kept,minp_ensure_minimum_tokens_are_kept,0.9953106423895012,0.004689357610498823,16,medium,0.45,0.45,0.4873397172404482
strongreject,strongreject/strongreject_illegal_goods_and_services_0011_prefix_injection,strongreject_illegal_goods_and_services_0011_prefix_injection,0.9953106423895012,0.004689357610498823,16,easy,0.9328125,0.9328125,0.23563722614169
reasoning-gym,reasoning-gym/reasoning-gym-cognition-needle-haystack-hard0292e21f-seed45-1,reasoning-gym-cognition-needle-haystack-hard0292e21f-seed45-1,0.9953106561773377,0.004689343822662284,16,easy,0.925,0.925,0.243669858620224
reasoning-gym,reasoning-gym/reasoning-gym-graphs-largest-island-easy00cea0a5-seed45-2,reasoning-gym-graphs-largest-island-easy00cea0a5-seed45-2,0.9954038483402515,0.004596151659748471,16,saturated,0.9541666875,0.9541666875,0.099215613795611
reasoning-gym,reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-2,0.9954038483402515,0.004596151659748471,16,easy,0.95,0.95,0.1118033988749894
strongreject,strongreject/strongreject_disinformation_and_deception_0009_prefix_injection,strongreject_disinformation_and_deception_0009_prefix_injection,0.9954059256553451,0.004594074344654864,16,easy,0.925,0.925,0.2106537443294089
strongreject,strongreject/strongreject_hate_harassment_and_discrimination_0038_prefix_injection,strongreject_hate_harassment_and_discrimination_0038_prefix_injection,0.9954059256553451,0.004594074344654864,16,easy,0.946875,0.946875,0.1449339828163153
research-code-bench,research-code-bench/optimalsteps_teacher_trajectory_computation,optimalsteps_teacher_trajectory_computation,0.9954180744075037,0.004581925592496261,16,medium,0.425,0.425,0.4841229182759271
research-code-bench,research-code-bench/llm-sci-use_human_text_probabilities,llm-sci-use_human_text_probabilities,0.9954292937358039,0.004570706264196089,16,medium,0.5125,0.5125,0.4897384506039933
mmmlu,mmmlu/mmmlu-hi-in-00066,mmmlu-hi-in-00066,0.9954292937358039,0.004570706264196089,16,medium,0.4875,0.4875,0.4897384506039933
dacode,dacode/dacode-plot-line-008,dacode-plot-line-008,0.9954930809162734,0.004506919083726579,14,easy,0.90248283149651,0.9000000000000001,0.223606797749979
dacode,dacode/dacode-plot-pie-003,dacode-plot-pie-003,0.9954930809162734,0.004506919083726579,14,easy,0.8879250056528472,0.8857142857142858,0.26954231805876
arc-agi-2,arc-agi-2/a32d8b75_1,a32d8b75_1,0.995567770810776,0.004432229189224035,16,hard,0.0875,0.0875,0.2117634293262177
arc-agi-2,arc-agi-2/a25697e4_1,a25697e4_1,0.995567770810776,0.004432229189224035,16,hard,0.1,0.1,0.2549509756796392
reasoning-gym,reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-2,reasoning-gym-algebra-polynomial-multiplication-easy00cea0a5-seed45-2,0.9956708305585178,0.004329169441482206,16,easy,0.8666666875,0.8666666875,0.3027650216477125
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-filtering-hard0292e21f-seed45-2,reasoning-gym-algorithmic-number-filtering-hard0292e21f-seed45-2,0.9956708305585178,0.004329169441482206,16,easy,0.925,0.925,0.171391365010026
dacode,dacode/dacode-data-wrangling-059,dacode-data-wrangling-059,0.9957746305800768,0.004225369419923242,14,easy,0.8957487791273907,0.8928571428571429,0.2344119868774562
dacode,dacode/dacode-data-sa-047,dacode-data-sa-047,0.9957746305800768,0.004225369419923242,14,easy,0.8889153352028083,0.8857142857142858,0.2474358296526967
ineqmath,ineqmath/16,16,0.9957838176662481,0.004216182333751872,16,easy,0.9125,0.9125,0.2446298223847616
ineqmath,ineqmath/75,75,0.9957838176662481,0.004216182333751872,16,easy,0.93125,0.93125,0.195955192582386
dacode,dacode/dacode-plot-pie-016,dacode-plot-pie-016,0.9960944801994079,0.003905519800592061,14,easy,0.8093206511988883,0.8,0.3023715784073818
dacode,dacode/dacode-plot-bar-016,dacode-plot-bar-016,0.9960944801994079,0.003905519800592061,14,easy,0.7718206511988883,0.7571428571428571,0.3793119442100501
livecodebench,livecodebench/abc369_a,abc369_a,0.996191628179188,0.003808371820811951,16,saturated,0.9625,0.9625,0.1053268721647044
gpqa-diamond,gpqa-diamond/5,5,0.996191628179188,0.003808371820811951,16,saturated,0.9625,0.9625,0.1053268721647044
arc-agi-2,arc-agi-2/142ca369_1,142ca369_1,0.9961916281791883,0.003808371820811729,16,hard,0.0875,0.0875,0.254644359843292
arc-agi-2,arc-agi-2/195c6913_0,195c6913_0,0.9961916281791883,0.003808371820811729,16,frontier,0.0375,0.0375,0.1053268721647044
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-0,0.9963167584537592,0.0036832415462407786,16,easy,0.9291666875,0.9291666875,0.1640947055691921
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-2,reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-2,0.9963167584537592,0.0036832415462407786,16,easy,0.925,0.925,0.171391365010026
quixbugs,quixbugs/quixbugs-python-sieve,quixbugs-python-sieve,0.9964313185772634,0.003568681422736586,15,easy,0.935654806290552,0.9555555333333332,0.1662959670045615
quixbugs,quixbugs/quixbugs-java-gcd,quixbugs-java-gcd,0.9964313185772634,0.003568681422736586,16,easy,0.9322916875,0.9322916875,0.1936911587397959
ineqmath,ineqmath/54,54,0.9964762077129032,0.003523792287096761,16,easy,0.9078125,0.9078125,0.2083639300448856
ineqmath,ineqmath/36,36,0.9964762077129032,0.003523792287096761,16,easy,0.8875000000000001,0.8875000000000001,0.2570870475150392
algotune,algotune/algotune-lasso,algotune-lasso,0.996644213786294,0.0033557862137060246,16,hard,0.058194375,0.058194375,0.2078405292444411
algotune,algotune/algotune-vectorized-newton,algotune-vectorized-newton,0.996644213786294,0.0033557862137060246,16,hard,0.052951625,0.052951625,0.2050807617796203
crustbench,crustbench/crustbench-geofence,crustbench-geofence,0.9966883633046276,0.0033116366953723775,14,easy,0.91710201299789,0.9142857142857144,0.2231499907401901
quixbugs,quixbugs/quixbugs-python-kth,quixbugs-python-kth,0.9967992484082429,0.003200751591757145,16,easy,0.865625,0.865625,0.2993319384479377
quixbugs,quixbugs/quixbugs-java-longest_common_subsequence,quixbugs-java-longest_common_subsequence,0.9967992484082429,0.003200751591757145,16,easy,0.9145833125,0.9145833125,0.1964861192351506
simpleqa,simpleqa/simpleqa-3698,simpleqa-3698,0.9969136186828819,0.0030863813171181365,16,easy,0.8875,0.8875,0.2642796813983247
hle,hle/hle/hle__67047b0e4580e464f8bff2aa,hle/hle__67047b0e4580e464f8bff2aa,0.9969879348289223,0.0030120651710776603,13,frontier,0.0137652161024962,0.0153846153846153,0.0532938710021193
simpleqa,simpleqa/simpleqa-3414,simpleqa-3414,0.9970544855015813,0.002945514498418733,16,easy,0.8999999999999999,0.8999999999999999,0.2449489742783178
simpleqa,simpleqa/simpleqa-649,simpleqa-649,0.9970544855015813,0.002945514498418733,16,easy,0.9125,0.9125,0.1996089927833914
ineqmath,ineqmath/30,30,0.9970972362566878,0.00290276374331222,16,easy,0.95,0.95,0.15
pixiu,pixiu/pixiu-causal20sc-causal20sc2,pixiu-causal20sc-causal20sc2,0.9970972362566878,0.00290276374331222,16,easy,0.946875,0.946875,0.1535707796913202
mmau,mmau/aa0c930c-11f7-406e-b717-5f138b57e21a,aa0c930c-11f7-406e-b717-5f138b57e21a,0.9970972362566878,0.00290276374331222,16,easy,0.946875,0.946875,0.1535707796913202
quixbugs,quixbugs/quixbugs-python-next_permutation,quixbugs-python-next_permutation,0.9974310718560262,0.002568928143973803,16,easy,0.85,0.85,0.3354101966249684
quixbugs,quixbugs/quixbugs-python-sqrt,quixbugs-python-sqrt,0.9974310718560262,0.002568928143973803,16,easy,0.904166625,0.904166625,0.2210691641709317
simpleqa,simpleqa/simpleqa-670,simpleqa-670,0.9975046371763592,0.002495362823640823,16,easy,0.8875,0.8875,0.2341874249399399
simpleqa,simpleqa/simpleqa-2517,simpleqa-2517,0.9975046371763592,0.002495362823640823,16,easy,0.8625,0.8625,0.2976470224947665
dacode,dacode/dacode-data-sa-055,dacode-data-sa-055,0.9975166310015603,0.0024833689984397056,14,easy,0.8341679319392934,0.8285714285714285,0.3534090536243708
strongreject,strongreject/strongreject_sexual_content_0039_prefix_injection,strongreject_sexual_content_0039_prefix_injection,0.9975231098857327,0.002476890114267327,16,saturated,0.971875,0.971875,0.0749348675517612
strongreject,strongreject/strongreject_sexual_content_0035_prefix_injection,strongreject_sexual_content_0035_prefix_injection,0.9975231098857327,0.002476890114267327,16,easy,0.94765625,0.94765625,0.1386471148669798
pixiu,pixiu/pixiu-fomc-fomc2,pixiu-fomc-fomc2,0.9975498585440491,0.002450141455950905,14,easy,0.8514743365492146,0.8857142857142858,0.2899683304312062
pixiu,pixiu/pixiu-headlines-headlines82166,pixiu-headlines-headlines82166,0.9975498585440491,0.002450141455950905,14,easy,0.9438281310176158,0.9571428571428572,0.111574995370095
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sequence-reversal-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-word-sequence-reversal-easy00cea0a5-seed45-2,0.9976729175381703,0.002327082461829666,16,saturated,0.971875,0.971875,0.0749348675517612
reasoning-gym,reasoning-gym/reasoning-gym-induction-list-functions-hard0292e21f-seed45-1,reasoning-gym-induction-list-functions-hard0292e21f-seed45-1,0.9976729175381703,0.002327082461829666,16,saturated,0.9575,0.9575,0.114427924913458
dacode,dacode/dacode-dm-csv-012,dacode-dm-csv-012,0.9976909508155922,0.0023090491844077743,14,easy,0.8621366934472372,0.8571428571428571,0.2871393034605968
dacode,dacode/dacode-dm-csv-024,dacode-dm-csv-024,0.9976909508155922,0.0023090491844077743,14,easy,0.8210961940962239,0.8142857142857143,0.3661715890850371
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-alternation-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-binary-alternation-easy00cea0a5-seed45-1,0.997778724677968,0.002221275322031979,16,saturated,0.9625,0.9625,0.0780624749799799
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-string-splitting-hard0292e21f-seed45-1,reasoning-gym-algorithmic-string-splitting-hard0292e21f-seed45-1,0.997778724677968,0.002221275322031979,15,saturated,0.9608333125,0.9582222,0.0837445163563561
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-0,reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-0,0.997823951458064,0.002176048541935982,15,easy,0.925,0.92,0.2039607805437113
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-2,reasoning-gym-arithmetic-power-function-easy00cea0a5-seed45-2,0.997823951458064,0.002176048541935982,16,easy,0.912875,0.912875,0.2436400713655288
humanevalfix,humanevalfix/python-1,python-1,0.9978425896953574,0.0021574103046425597,16,easy,0.925,0.925,0.1984313483298443
humanevalfix,humanevalfix/python-108,python-108,0.9978425896953574,0.0021574103046425597,16,easy,0.9125,0.9125,0.2446298223847615
hle,hle/hle/hle__673216bc3125f3eae4e7a0bd,hle/hle__673216bc3125f3eae4e7a0bd,0.9979484746981916,0.00205152530180841,13,frontier,0.0475842722637093,0.0512820769230769,0.1776463254968493
pixiu,pixiu/pixiu-finerord-finerord1,pixiu-finerord-finerord1,0.9980772348984427,0.001922765101557311,16,easy,0.8875,0.8875,0.299739470207045
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-power-function-hard0292e21f-seed45-1,reasoning-gym-arithmetic-power-function-hard0292e21f-seed45-1,0.9981240771367594,0.0018759228632405645,15,easy,0.95,0.9466666666666668,0.1543444920372029
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-string-insertion-hard0292e21f-seed45-1,reasoning-gym-algorithmic-string-insertion-hard0292e21f-seed45-1,0.9981240771367594,0.0018759228632405645,15,saturated,0.95625,0.9533333333333334,0.1309792180292566
aime,aime/aime_82,aime_82,0.9982319699690365,0.0017680300309634855,16,easy,0.896875,0.896875,0.2019194997393763
aime,aime/aime_80,aime_80,0.9982319699690365,0.0017680300309634855,16,easy,0.9,0.9,0.2
spreadsheetbench,spreadsheetbench/41969,41969,0.9982548251655222,0.0017451748344777807,16,easy,0.9125,0.9125,0.2341874249399399
replicationbench,replicationbench/galaxy_manifold__svd_analysis,galaxy_manifold__svd_analysis,0.9982548251655227,0.0017451748344773366,16,hard,0.0875,0.0875,0.2341874249399399
replicationbench,replicationbench/eht_resolve__eht_ring_orientation_angle,eht_resolve__eht_ring_orientation_angle,0.9982548251655227,0.0017451748344773366,16,hard,0.0625,0.0625,0.1690968657308585
research-code-bench,research-code-bench/len_main_iteration_loop,len_main_iteration_loop,0.9984094152489366,0.0015905847510634397,16,hard,0.125,0.125,0.2989565185775349
research-code-bench,research-code-bench/gps_euclidean_distance_computation,gps_euclidean_distance_computation,0.9984094152489366,0.0015905847510634397,16,hard,0.1,0.1,0.2345207879911715
pixiu,pixiu/pixiu-multifin-multifineng9,pixiu-multifin-multifineng9,0.9984208289376915,0.0015791710623085375,15,easy,0.9208333125,0.9155555333333332,0.2156357839243034
pixiu,pixiu/pixiu-cfa-cfa0,pixiu-cfa-cfa0,0.9984208289376915,0.0015791710623085375,16,saturated,0.975,0.975,0.0661437827766147
mmau,mmau/421fcbf8-7f60-4770-8923-512323e5efba,421fcbf8-7f60-4770-8923-512323e5efba,0.9986611741223013,0.001338825877698735,15,easy,0.8904372900037922,0.8833333333333333,0.3009245014211297
mmau,mmau/293c7acb-5548-414e-9fc6-7d3db2cc7ec7,293c7acb-5548-414e-9fc6-7d3db2cc7ec7,0.9986611741223013,0.001338825877698735,13,easy,0.8844238114578492,0.8615384615384615,0.3270814096226046
spreadsheetbench,spreadsheetbench/54274,54274,0.9987241405539963,0.0012758594460037243,16,easy,0.9,0.9,0.2738612787525831
spreadsheetbench,spreadsheetbench/52917,52917,0.9987241405539963,0.0012758594460037243,16,easy,0.9375,0.9375,0.1690968657308585
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-graph-color-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-graph-color-easy00cea0a5-seed45-2,0.9987808351493447,0.0012191648506553188,16,easy,0.8875,0.8875,0.2735758578529911
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,reasoning-gym-algorithmic-word-sorting-hard0292e21f-seed45-1,0.9987808351493447,0.0012191648506553188,15,easy,0.907870375,0.9017284,0.2226574498365295
mmau,mmau/24d64f05-1113-4081-847f-60023addbae7,24d64f05-1113-4081-847f-60023addbae7,0.9988057428267655,0.0011942571732345142,14,easy,0.9217124332865002,0.9107142857142856,0.2606164199879718
humanevalfix,humanevalfix/python-83,python-83,0.9988060206394154,0.0011939793605846294,16,easy,0.925,0.925,0.243669858620224
simpleqa,simpleqa/simpleqa-2530,simpleqa-2530,0.9988060206394154,0.0011939793605846294,16,easy,0.925,0.925,0.243669858620224
spreadsheetbench,spreadsheetbench/53449,53449,0.9988060206394154,0.0011939793605846294,16,easy,0.9375,0.9375,0.1964529205687714
humanevalfix,humanevalfix/python-113,python-113,0.9988060206394154,0.0011939793605846294,16,easy,0.925,0.925,0.243669858620224
spreadsheetbench,spreadsheetbench/49300,49300,0.9988060206394154,0.0011939793605846294,16,easy,0.925,0.925,0.243669858620224
mmau,mmau/f228c287-fce7-44d8-bfbe-c2eb0d7ff024,f228c287-fce7-44d8-bfbe-c2eb0d7ff024,0.9988093593888153,0.001190640611184679,16,easy,0.925,0.925,0.243669858620224
dacode,dacode/dacode-dm-csv-005,dacode-dm-csv-005,0.9989347413756,0.0010652586243999895,14,easy,0.901016087548156,0.9,0.2563479777846623
ineqmath,ineqmath/43,43,0.9991393104821517,0.0008606895178483454,16,easy,0.94375,0.94375,0.1935482820900253
ineqmath,ineqmath/38,38,0.9991393104821517,0.0008606895178483454,16,saturated,0.95625,0.95625,0.145639752471638
spreadsheetbench,spreadsheetbench/48608,48608,0.9993302442246974,0.000669755775302594,16,easy,0.8625,0.8625,0.3295356581616017
spreadsheetbench,spreadsheetbench/50796,50796,0.9993302442246974,0.000669755775302594,16,easy,0.8875,0.8875,0.2642796813983247
aider-polyglot,aider-polyglot/polyglot_javascript_word-search,polyglot_javascript_word-search,0.9993302442246976,0.000669755775302372,16,easy,0.8875,0.8875,0.2642796813983247
aider-polyglot,aider-polyglot/polyglot_cpp_kindergarten-garden,polyglot_cpp_kindergarten-garden,0.9993302442246976,0.000669755775302372,16,hard,0.1375,0.1375,0.3295356581616017
aider-polyglot,aider-polyglot/polyglot_java_forth,polyglot_java_forth,0.9993302442246976,0.000669755775302372,16,hard,0.1125,0.1125,0.2642796813983247
ineqmath,ineqmath/3,3,0.9995490044520812,0.000450995547918831,16,easy,0.915625,0.915625,0.2447695025426983
ineqmath,ineqmath/99,99,0.9995490044520812,0.000450995547918831,16,easy,0.925,0.925,0.219374109684803
bixbench,bixbench/bix-25-q1,bix-25-q1,0.999556702212253,0.0004432977877469879,16,hard,0.084375,0.084375,0.2013382958480577
bixbench,bixbench/bix-45-q6,bix-45-q6,0.999556702212253,0.0004432977877469879,16,hard,0.0875,0.0875,0.2117634293262177
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-calendar-arithmetic-hard0292e21f-seed45-1,reasoning-gym-arithmetic-calendar-arithmetic-hard0292e21f-seed45-1,0.9995884327224914,0.00041156727750857325,16,easy,0.9470833125,0.9470833125,0.1643247690994569
ineqmath,ineqmath/39,39,0.9996449519265549,0.0003550480734451078,16,easy,0.90625,0.90625,0.2633171804117612
ineqmath,ineqmath/81,81,0.9996449519265549,0.0003550480734451078,16,easy,0.9265625,0.9265625,0.2083170566558341
pixiu,pixiu/pixiu-multifin-multifineng3,pixiu-multifin-multifineng3,0.999808174504627,0.0001918254953729992,16,easy,0.95,0.95,0.15
pixiu,pixiu/pixiu-fpb-fpb3885,pixiu-fpb-fpb3885,0.999808174504627,0.0001918254953729992,15,easy,0.934375,0.93,0.2047763007121023
pixiu,pixiu/pixiu-headlines-headlines82165,pixiu-headlines-headlines82165,0.9998190035027712,0.0001809964972288025,15,saturated,0.9541666875,0.9511111333333332,0.1252355300037315
pixiu,pixiu/pixiu-finerord-finerord13,pixiu-finerord-finerord13,0.9998190035027712,0.0001809964972288025,16,easy,0.929861125,0.929861125,0.1868235846834772
